BBOalert
Option
,1C,See chat message#16+; any distribution except 16-23 with 4441 distribution
1H--1N--2C--3S--4C--,5H,1st; 2nd & 3rd Round Control of !C
1H--1N--2C--4C--,4D,Beta; General Control Ask
1H--1N--2C--4C--4D--,4H,0-2 ctrls.
1H--1N--2C--4C--4D--,4S,3 ctrls.
1H--1N--2C--4C--4D--,4N,4 ctrls.
1H--1N--2C--4C--4D--,5C,5 ctrls.
1H--1N--2C--4C--4D--,5D,6 ctrls.
1H--1N--2C--4C--4D--,5H,7+
1H--1N--2D--,2H,Natural solid raise in !H
1H--1N--2D--,2S,Gamma; Trump Asking in !H
1H--1N--2D--,2N,11-12 bal. with no good !H support
1H--1N--2D--,3C,Gamma; Trump Asking in !D
1H--1N--2D--,3D,Natural Invitation
1H--1N--2D--,3H,Natural Invitation
1H--1N--2D--,3N,13-15 bal. with no good !H Support
1H--1N--2D--2H--,2S,Romex; request to make a short-suit trial
1H--1N--2D--2H--,2N,Long-suit trial in !S
1H--1N--2D--2H--,3C,Long-suit trial in !C
1H--1N--2D--2H--,3D,Long-suit trial in !D
1H--1N--2D--2H--2S--,2N,asks for short suit bid
1H--1N--2D--2H--2S--,3H,No Game interest
1H--1N--2D--2H--2S--,4H,To Play
1H--1N--2D--2H--2N--,3H,No Game interest
1H--1N--2D--2H--2N--,4H,To Play
1H--1N--2D--2H--3C--,3H,No Game interest
1H--1N--2D--2H--3C--,4H,To Play
1H--1N--2D--2H--3D--,3H,No Game interest
1H--1N--2D--2H--3D--,4H,To Play
1H--1N--2D--2S--,2N,No Top Honour in !H; any length
1H--1N--2D--2S--,3C,1 Top Honour in !H; 5-card suit
1H--1N--2D--2S--,3D,2 or 3 top honours in !H; 5-card suit
1H--1N--2D--2S--,3H,1 Top Honour in !H; 6-card suit
1H--1N--2D--2S--,3S,2 Top Honour in !H; 6-card suit
1H--1N--2D--2S--,3N,3 Top Honour in !H; 6-card suit
1H--1N--2D--2S--2N--,3C,Beta; General Control Ask
1H--1N--2D--2S--2N--3C--,3D,0-2 ctrls.
1H--1N--2D--2S--2N--3C--,3H,3 ctrls.
1H--1N--2D--2S--2N--3C--,3S,4 ctrls.
1H--1N--2D--2S--2N--3C--,3N,5 ctrls.
1H--1N--2D--2S--2N--3C--,4C,6 ctrls.
1H--1N--2D--2S--2N--3C--,4D,7 ctrls.
1H--1N--2D--2S--3C--,3D,Beta; General Control Ask
1H--1N--2D--2S--3C--3D--,3H,0-2 ctrls.
1H--1N--2D--2S--3C--3D--,3S,3 ctrls.
1H--1N--2D--2S--3C--3D--,3N,4 ctrls.
1H--1N--2D--2S--3C--3D--,4C,5 ctrls.
1H--1N--2D--2S--3C--3D--,4D,6 ctrls.
1H--1N--2D--2S--3C--3D--,4H,7 ctrls.
1H--1N--2D--2S--3D--,3H,Repeat Gamma Ask
1H--1N--2D--2S--3D--,3S,Beta; General Control Ask
1H--1N--2D--2S--3D--3S--,3N,0-2 ctrls.
1H--1N--2D--2S--3D--3S--,4C,3 ctrls.
1H--1N--2D--2S--3D--3S--,4D,4 ctrls.
1H--1N--2D--2S--3D--3S--,4H,5 ctrls.
1H--1N--2D--2S--3D--3S--,4S,6 ctrls.
1H--1N--2D--2S--3D--3S--,4N,7 ctrls.
1H--1N--2D--2S--3H--,3S,Beta; General Control Ask
1H--1N--2D--2S--3H--3S--,3N,0-2 ctrls.
1H--1N--2D--2S--3H--3S--,4C,3 ctrls.
1H--1N--2D--2S--3H--3S--,4D,4 ctrls.
1H--1N--2D--2S--3H--3S--,4H,5 ctrls.
1H--1N--2D--2S--3H--3S--,4S,6 ctrls.
1H--1N--2D--2S--3H--3S--,4N,7 ctrls.
1H--1N--2D--2S--3S--,3N,Beta; General Control Ask
1H--1N--2D--2S--3S--3N--,4C,0-2 ctrls.
1H--1N--2D--2S--3S--3N--,4D,3 ctrls.
1H--1N--2D--2S--3S--3N--,4H,4 ctrls.
1H--1N--2D--2S--3S--3N--,4S,5 ctrls.
1H--1N--2D--2S--3S--3N--,4N,6 ctrls.
1H--1N--2D--2S--3S--3N--,5C,7 ctrls.
1H--1N--2D--2S--3N--,4C,Beta; General Control Ask
1H--1N--2D--2S--3N--4C--,4D,0-2 ctrls.
1H--1N--2D--2S--3N--4C--,4H,3 ctrls.
1H--1N--2D--2S--3N--4C--,4S,4 ctrls.
1H--1N--2D--2S--3N--4C--,4N,5 ctrls.
1H--1N--2D--2S--3N--4C--,5C,6 ctrls.
1H--1N--2D--2S--3N--4C--,5D,7 ctrls.
1H--1N--2D--3C--,3D,3-card !D only; 3532 Shape
1H--1N--2D--3C--,3H,No Top Honour; Any 4+ length
1H--1N--2D--3C--,3S,1 Top Honour; 4-card Length
1H--1N--2D--3C--,3N,2 or 3 Top Honours; 4-card length
1H--1N--2D--3C--,4C,1 Top Honour; 5-card suit
1H--1N--2D--3C--,4D,2 Top Honours; 5-card suit
1H--1N--2D--3C--,4H,3 Top Honours; 5-card suit
1H--1N--2D--3C--3D--,3H,Repeat Ask in !D
1H--1N--2D--3C--3D--3H--,3S,No Top Honours in !D
1H--1N--2D--3C--3D--3H--,3N,1 Top Honour in !D
1H--1N--2D--3C--3D--3H--,4C,2 or 3 Top Honours in !D
1H--1N--2D--3C--3D--3H--3S--,3N,Signoff 
1H--1N--2D--3C--3D--3H--3N--,4C,Beta; General Control Ask
1H--1N--2D--3C--3D--3H--4C--,4D,Repeat Ask in !D
1H--1N--2D--3C--3D--3H--4C--,4H,Beta; General Control Ask
1H--1N--2D--3C--3H--,3S,Beta; General Control Ask
1H--1N--2D--3C--3H--,3N,To Play
1H--1N--2D--3C--3H--3S--,3N,0-2 ctrls.
1H--1N--2D--3C--3H--3S--,4C,3 ctrls.
1H--1N--2D--3C--3H--3S--,4D,4 ctrls.
1H--1N--2D--3C--3H--3S--,4H,5 ctrls.
1H--1N--2D--3C--3H--3S--,4S,6 ctrls.
1H--1N--2D--3C--3H--3S--,4N,7 ctrls.
1H--1N--2D--3C--3S--,3N,To Play
1H--1N--2D--3C--3S--,4C,Beta; General Control Ask
1H--1N--2D--3C--3S--4C--,4D,0-2 ctrls.
1H--1N--2D--3C--3S--4C--,4H,3 ctrls.
1H--1N--2D--3C--3S--4C--,4S,4 ctrls.
1H--1N--2D--3C--3S--4C--,4N,5 ctrls.
1H--1N--2D--3C--3S--4C--,5C,6 ctrls.
1H--1N--2D--3C--3S--4C--,5D,7 ctrls.
1H--1N--2D--3C--3N--,4C,Beta; General Control Ask
1H--1N--2D--3C--3N--4C--,4D,0-2 ctrls.
1H--1N--2D--3C--3N--4C--,4H,3 ctrls.
1H--1N--2D--3C--3N--4C--,4S,4 ctrls.
1H--1N--2D--3C--3N--4C--,4N,5 ctrls.
1H--1N--2D--3C--3N--4C--,5C,6 ctrls.
1H--1N--2D--3C--3N--4C--,5D,7 ctrls.
1H--1N--2D--3C--4C--,4D,Beta; General Control Ask
1H--1N--2D--3C--4C--4D--,4H,0-2 ctrls.
1H--1N--2D--3C--4C--4D--,4S,3 ctrls.
1H--1N--2D--3C--4C--4D--,4N,4 ctrls.
1H--1N--2D--3C--4C--4D--,5C,5 ctrls.
1H--1N--2D--3C--4C--4D--,5D,6 ctrls.
1H--1N--2D--3C--4C--4D--,5H,7 ctrls.
1H--1N--2D--3C--4D--,4H,Beta; General Control Ask
1H--1N--2D--3C--4D--4H--,4S,0-2 ctrls.
1H--1N--2D--3C--4D--4H--,4N,3 ctrls.
1H--1N--2D--3C--4D--4H--,5C,4 ctrls.
1H--1N--2D--3C--4D--4H--,5D,5 ctrls.
1H--1N--2D--3C--4D--4H--,5H,6 ctrls.
1H--1N--2D--3C--4D--4H--,5S,7 ctrls.
1H--1N--2D--3C--4H--,4S,Beta; General Control Ask
1H--1N--2D--3C--4H--4S--,4N,0-2 ctrls.
1H--1N--2D--3C--4H--4S--,5C,3 ctrls.
1H--1N--2D--3C--4H--4S--,5D,4 ctrls.
1H--1N--2D--3C--4H--4S--,5H,5 ctrls.
1H--1N--2D--3C--4H--4S--,5S,6 ctrls.
1H--1N--2D--3C--4H--4S--,5N,7 ctrls.
1H--1N--2H--,2S,Gamma in !H: Asking to describe suit
1H--1N--2H--2S--,2N,No Top Honour (any length)
1H--1N--2H--2S--,3C,One Top Honour (min length) (A.K or Q)
1H--1N--2H--2S--,3D,2 or 3 Top Honours (min length) (A.K or Q)
1H--1N--2H--2S--,3H,One Top Honour (Min length + 1) (A.K or Q)
1H--1N--2H--2S--,3S,Two Top Honours (Min length + 1) (A.K or Q)
1H--1N--2H--2S--,3N,Three Top Honours (Min length + 1) (A.K & Q)
1H--1N--2H--2S--,4C,One Top Honour (Min length + 2) (A.K or Q)
1H--1N--2H--2S--2N--,3C,Beta: Asking for general level of ctrls. A=2; K=1 (normal scale)
1H--1N--2H--2S--3C--,3D,Beta: Asking for general level of ctrls. A=2; K=1 (normal scale)
1H--1N--2H--2S--3D--,3S,Beta: Asking for general level of ctrls. A=2; K=1 (normal scale)
1H--1N--2H--2S--3H--,3S,Beta: Asking for general level of ctrls. A=2; K=1 (normal scale)
1H--1N--2H--2S--3S--,3N,Beta: Asking for general level of ctrls. A=2; K=1 (normal scale)
1H--1N--2H--2S--3N--,4C,Beta: Asking for general level of ctrls. A=2; K=1 (normal scale)
1H--1N--2H--2S--4C--,4D,Beta: Asking for general level of ctrls. A=2; K=1 (normal scale)
1H--1N--2S--,2N,Lebensohl; forcing 3C
1H--1N--2S--,3C,Gamma; Trump Asking in !H
1H--1N--2S--,3D,Gamma; Trump Asking in !S
1H--1N--2S--2N--,3C,Forced
1H--1N--2S--2N--3C--,3D,To Play
1H--1N--2S--2N--3C--,3H,To Play
1H--1N--2S--2N--3C--,3S,inv in !S
1H--1N--2S--2N--3C--,3N,To Play
1H--1N--2S--3C--,3D,No Top Honour in !H
1H--1N--2S--3C--,3H,One Top Honour in !H; 5-card suit
1H--1N--2S--3C--,3S,2 or 3 Top Honours in !H; 5-card suit
1H--1N--2S--3C--,3N,1 Top Honour in !H; 6-card suit
1H--1N--2S--3C--,4C,2 Top Honours in !H; 6-card suit
1H--1N--2S--3C--,4D,3 Top Honours in !H; 6-card suit
1H--1N--2S--3C--3D--,3H,Repeat Gamma; Asking for Length
1H--1N--2S--3C--3D--,3S,Beta; General Control Ask
1H--1N--2S--3C--3D--,3N,Sign-off; !H Not agreed as trumps
1H--1N--2S--3C--3D--,4C,Epsilon; Specific Control Ask in !C
1H--1N--2S--3C--3D--,4D,Epsilon; Specific Control Ask in !D
1H--1N--2S--3C--3D--,4H,Natural and to play
1H--1N--2S--3C--3D--,4S,Epsilon; Specific Control Ask in !S
1H--1N--2S--3C--3D--3H--,3S,5-card !H
1H--1N--2S--3C--3D--3H--,3N,6-card !H
1H--1N--2S--3C--3D--3H--,4C,7-card !H
1H--1N--2S--3C--3D--3H--3S--,4C,Beta; General Control Ask
1H--1N--2S--3C--3D--3H--3S--4C--,4D,0-2 ctrls.
1H--1N--2S--3C--3D--3H--3S--4C--,4H,3 ctrls.
1H--1N--2S--3C--3D--3H--3S--4C--,4S,4 ctrls.
1H--1N--2S--3C--3D--3H--3S--4C--,4N,5 ctrls.
1H--1N--2S--3C--3D--3H--3S--4C--,5C,6 ctrls.
1H--1N--2S--3C--3D--3H--3S--4C--,5D,7+ ctrls.
1H--1N--2S--3C--3D--3H--3N--,4C,Beta; General Control Ask
1H--1N--2S--3C--3D--3H--3N--4C--,4D,0-2 ctrls.
1H--1N--2S--3C--3D--3H--3N--4C--,4H,3 ctrls.
1H--1N--2S--3C--3D--3H--3N--4C--,4S,4 ctrls.
1H--1N--2S--3C--3D--3H--3N--4C--,4N,5 ctrls.
1H--1N--2S--3C--3D--3H--3N--4C--,5C,6 ctrls.
1H--1N--2S--3C--3D--3H--3N--4C--,5D,7+ ctrls.
1H--1N--2S--3C--3D--3H--4C--,4D,Beta; General Control Ask
1H--1N--2S--3C--3D--3H--4C--4D--,4H,0-2 ctrls.
1H--1N--2S--3C--3D--3H--4C--4D--,4S,3 ctrls.
1H--1N--2S--3C--3D--3H--4C--4D--,4N,4 ctrls.
1H--1N--2S--3C--3D--3H--4C--4D--,5C,5 ctrls.
1H--1N--2S--3C--3D--3H--4C--4D--,5D,6 ctrls.
1H--1N--2S--3C--3D--3H--4C--4D--,5H,7+ ctrls.
1H--1N--2S--3C--3D--3S--,3N,0-2 ctrls.
1H--1N--2S--3C--3D--3S--,4C,3 ctrls.
1H--1N--2S--3C--3D--3S--,4D,4 ctrls.
1H--1N--2S--3C--3D--3S--,4H,4 ctrls.
1H--1N--2S--3C--3D--3S--,4S,5 ctrls.
1H--1N--2S--3C--3D--3S--,4N,6 ctrls.
1H--1N--2S--3C--3D--3S--,5C,7 ctrls.
1H--1N--2S--3C--3H--,3S,Beta; General Control Ask
1H--1N--2S--3C--3H--,3N,Handing over the Captaincy; not agreeing !H as trumps;
1H--1N--2S--3C--3H--,4C,Epsilon; Specific Control Ask in !C
1H--1N--2S--3C--3H--,4D,Epsilon; Specific Control Ask in !D
1H--1N--2S--3C--3H--,4H,Natural and To Play
1H--1N--2S--3C--3H--,4S,Epsilon; Specific Control Ask in !S
1H--1N--2S--3C--3H--3S--,3N,0-2 ctrls.
1H--1N--2S--3C--3H--3S--,4C,3 ctrls.
1H--1N--2S--3C--3H--3S--,4D,4 ctrls.
1H--1N--2S--3C--3H--3S--,4H,5 ctrls.
1H--1N--2S--3C--3H--3S--,4S,6 ctrls.
1H--1N--2S--3C--3H--3S--,4N,7 ctrls.
1H--1N--2S--3C--3H--3S--,5C,8 ctrls.
1H--1N--2S--3C--3S--,3N,Beta; General Control Ask
1H--1N--2S--3C--3S--,4C,Epsilon; Specific Control Ask in !C
1H--1N--2S--3C--3S--,4D,Epsilon; Specific Control Ask in !D
1H--1N--2S--3C--3S--,4H,Repeat Gamma; seeking clarification of Opener's exact holding
1H--1N--2S--3C--3S--,4S,Epsilon; Specific Control Ask in !S
1H--1N--2S--3C--3S--3N--,4C,0-2 ctrls.
1H--1N--2S--3C--3S--3N--,4D,3 ctrls.
1H--1N--2S--3C--3S--3N--,4H,4 ctrls.
1H--1N--2S--3C--3S--3N--,4S,5 ctrls.
1H--1N--2S--3C--3S--3N--,4N,6 ctrls.
1H--1N--2S--3C--3S--3N--,5C,7 ctrls.
1H--1N--2S--3C--3N--,4C,Beta; General Control Ask
1H--1N--2S--3C--3N--,4D,Epsilon; Specific Control Ask in !D
1H--1N--2S--3C--3N--,4H,Repeat Gamma; seeking clarification of Opener's exact holding
1H--1N--2S--3C--3N--,4S,Epsilon; Specific Control Ask in !S
1H--1N--2S--3C--3N--4C--,4D,0-2 ctrls.
1H--1N--2S--3C--3N--4C--,4H,3 ctrls.
1H--1N--2S--3C--3N--4C--,4S,4 ctrls.
1H--1N--2S--3C--3N--4C--,4N,5 ctrls.
1H--1N--2S--3C--3N--4C--,5C,6 ctrls.
1H--1N--2S--3C--3N--4C--,5D,7+ ctrls.
1H--1N--2S--3C--4C--,4D,Beta; General Control Ask
1H--1N--2S--3C--4C--,4H,Repeat Gamma; seeking clarification of Opener's exact holding
1H--1N--2S--3C--4C--,4S,Epsilon; Specific Control Ask in !S
1H--1N--2S--3C--4C--,5C,Epsilon; Specific Control Ask in !D
1H--1N--2S--3C--4C--4D--,4H,0-2 ctrls.
1H--1N--2S--3C--4C--4D--,4S,3 ctrls.
1H--1N--2S--3C--4C--4D--,4N,4 ctrls.
1H--1N--2S--3C--4C--4D--,5C,5 ctrls.
1H--1N--2S--3C--4C--4D--,5D,6 ctrls.
1H--1N--2S--3C--4C--4D--,5H,7+ ctrls.
1H--1N--2S--3C--4D--,4H,Handing over the Captaincy; inviting cue-bids
1H--1N--2S--3C--4D--,4S,Beta; General Control Ask
1H--1N--2S--3C--4D--,5C,Epsilon; Specific Control askin in !C
1H--1N--2S--3C--4D--,5D,Epsilon; Specific Control askin in !D
1H--1N--2S--3C--4D--4S--,4N,0-2 ctrls.
1H--1N--2S--3C--4D--4S--,5C,3 ctrls.
1H--1N--2S--3C--4D--4S--,5D,4 ctrls.
1H--1N--2S--3C--4D--4S--,5H,5 ctrls.
1H--1N--2S--3C--4D--4S--,5S,6 ctrls.
1H--1N--2S--3C--4D--4S--,5N,7 ctrls.
1H--1N--2S--3D--,3H,No Top Honour; 4-card length
1H--1N--2S--3D--,3S,One Top Honour; 4-card length
1H--1N--2S--3D--,3N,One Top Honour and the Jack; 4-card length
1H--1N--2S--3D--,4C,Two Top Honours; 4-card Length
1H--1N--2S--3D--,4D,Two Top Honours and the Jack; 4-card length
1H--1N--2S--3D--,4H,Three Top Honours; 4-card Length
1H--1N--2S--3D--3H--,3S,Beta; General Control Ask
1H--1N--2S--3D--3H--,3N,Handing over the Captaincy; !S; not agreed as trumps
1H--1N--2S--3D--3H--,4C,Epsilon; Specific Control Ask in !C
1H--1N--2S--3D--3H--,4D,Epsilon; Specific Control Ask in !D
1H--1N--2S--3D--3H--,4H,Epsilon; Specific Control Ask in !H
1H--1N--2S--3D--3H--3S--,3N,0-2 ctrls.
1H--1N--2S--3D--3H--3S--,4C,3 ctrls.
1H--1N--2S--3D--3H--3S--,4D,4 ctrls.
1H--1N--2S--3D--3H--3S--,4H,4 ctrls.
1H--1N--2S--3D--3H--3S--,4S,5 ctrls.
1H--1N--2S--3D--3H--3S--,4N,6 ctrls.
1H--1N--2S--3D--3H--3S--,5C,7 ctrls.
1H--1N--2S--3D--3S--,3N,Handing over the Captaincy; !S not agreed as trumps
1H--1N--2S--3D--3S--,4C,Beta General Control Asking Bid
1H--1N--2S--3D--3S--,4D,Epsilon; Specific Control Ask in !D
1H--1N--2S--3D--3S--,4H,Epsilon; Specific Control Ask in !H
1H--1N--2S--3D--3S--,4S,Natural and To Play
1H--1N--2S--3D--3S--4C--,4D,0-2 ctrls.
1H--1N--2S--3D--3S--4C--,4H,3 ctrls.
1H--1N--2S--3D--3S--4C--,4S,4 ctrls.
1H--1N--2S--3D--3S--4C--,4N,5 ctrls.
1H--1N--2S--3D--3S--4C--,5C,6 ctrls.
1H--1N--2S--3D--3S--4C--,5D,7+ ctrls.
1H--2H--,2S,Romex; request to make a short-suit trial
1H--2H--,2N,Long-suit trial in !S
1H--2H--,3C,Long-suit trial in !C
1H--2H--,3D,Long-suit trial in !D
1H--2H--2S--,2N,asks for short suit bid
1H--2H--2S--,3H,No Game interest
1H--2H--2S--,4H,To Play
1H--2H--2N--,3H,No Game interest
1H--2H--2N--,4H,To Play
1H--2H--3C--,3H,No Game interest
1H--2H--3C--,4H,To Play
1H--2H--3D--,3H,No Game interest
1H--2H--3D--,4H,To Play
1H--2S--,2N,Relay Asking qhere the shortage is
1H--2S--,3H,No Game Interest
1H--2S--,4H,To Play
1H--2S--2N--,3C,!D Shortage
1H--2S--2N--,3D,!S Shortage
1H--2S--2N--,3H,!C Shortage
1H--3S--,3N,Natural; min. range and semi-bal. or perhaps with decent !C values;
1H--3S--,4C,Beta; General Control Ask
1H--3S--,4D,Cue bid for !H. Implies low to mid-range hand with limited ctrls.
1H--3S--,4H,To Play
1H--3S--,4S,Cue bid for !H. Implies a hand with limited ctrls.; but mid to upper range; Denies a !D Control.
1H--3S--4C--,4D,0-2 ctrls.
1H--3S--4C--,4H,3 ctrls.
1H--3S--4C--,4S,4 ctrls.
1H--3S--4C--,4N,5 ctrls.
1H--3S--4C--,5C,6 ctrls.
1H--3S--4C--,5D,7+
1H--4C--,4D,Beta; General Control Ask
1H--4C--,4H,To Play
1H--4C--,4S,Max with a !S Control; but probably with no other ctrls. outside !H
1H--4C--4D--,4H,0-4 ctrls.
1H--4C--4D--,4S,5 ctrls.
1H--4C--4D--,4N,6 ctrls.
1H--4C--4D--,5C,7 ctrls.
1H--4C--4D--,5D,8 ctrls.
1H--4C--4D--,5H,9 ctrls.
1H--4D--,4H,To Play
1H--4D--,4S,Beta; General Control Ask
1H--4D--4S--,4N,0-4 ctrls.
1H--4D--4S--,5C,5 ctrls.
1H--4D--4S--,5D,6 ctrls.
1H--4D--4S--,5H,7 ctrls.
1H--4D--4S--,5S,8 ctrls.
1H--4D--4S--,5N,9 ctrls.
1HDbl,1S,4 or more cards in !S
1HDbl,1N,Transfer to !C. If followed by a bid in !H this shows 1st or 2nd Round control of !C (Shortage or Honour) and a good limit raise in !H
1HDbl,Rdbl,Strong and penalty-orientated with 12+ can stand !H.
1HDbl,2C,Transfer to !D. If followed by a bid in !H this shows 1st or 2nd Round control of !D (Shortage or Honour) and a good limit raise in !H
1HDbl,2D,A good raise in !H; usually no lead-directing feature.The strength and shape of my hand will be shown in the rebid
1HDbl,2H,A purely weak 2-level raise in !H
1HDbl,2S,Mini-Splinter; unknown suit; agreeing !H with about 8-9 HCP and 4-card !H Support.
1HDbl,2N,Fit-showing in !S; about 8-9 HCP with !H Support
1HDbl,3C,Fit-showing in !C; about 8-9 HCP with !H Support
1HDbl,3D,Fit-showing in !D; about 8-9 HCP with !H Support
1HDbl,3H,Purely weak raise in !H
1HDbl,3S,Slam-inv Splinter in !C; agreeing !H
1HDbl,4C,Slam-inv Splinter in !D; agreeing !H
1HDbl,4D,Slam-inv Splinter in !S; agreeing !H
1HDbl,4H,Purely weak raise in !H
1HDbl1S--,1N,Balnced; lower range; can have 3c in !S
1HDbl1S--,2C,Can be 3 cards if 2523 shape
1HDbl1S--,2D,Can be 3 cards if 2532 shape
1HDbl1S--,2H,Usually 6 cards; lower range
1HDbl1S--,2S,Can be 3 cards w/ ruffing values
1HDbl1S--,2N,max.; bal.; can hold 3c in !S
1HDbl1S--,3C,Upper rangee; (5-5) + in !H and !C
1HDbl1S--,3D,Upper rangee; (5-5) + in !H and !D
1HDbl1S--,3H,Upper rangee; 6 + in !H
1HDbl1S--,3S,Upper rangee; (5-4) + in !H and !S
1HDbl1S--,3N,To Play; max.; lack of ctrls.
1HDbl1S--1N--,2C,inv with !S and !C; longer !S or equal length
1HDbl1S--1N--,2D,inv with !S and !D; longer !S or equal length
1HDbl1S--1N--,2H,Simple preference for !H
1HDbl1S--1N--,2S,Single suited
1HDbl1S--1N--,2N,inv; with 4/5c !S
1HDbl1S--1N--,3C,GF; with !S and !C; longer !S or equal length
1HDbl1S--1N--,3D,GF; with !S and !D; longer !S or equal length
1HDbl1S--1N--,3H,inv with 5!S and 3/4c !H
1HDbl1S--1N--,3S,inv; single suited
1HDbl1S--2C--,2D,4th suit forcing; asking partner to describe hand; does not promise !D
1HDbl1S--2C--,2H,Preference
1HDbl1S--2C--,2S,Single suited
1HDbl1S--2C--,2N,Lebensohl; relay to !C
1HDbl1S--2C--,3C,Forcing raise
1HDbl1S--2C--,3D,GF 2-suiter; Longer !S or equal length
1HDbl1S--2C--,3H,inv 2-suiter in Majors
1HDbl1S--2C--,3S,inv; single suiter
1HDbl1S--2D--,2H,Preference
1HDbl1S--2D--,2S,Single suited
1HDbl1S--2D--,2N,Lebensohl; relay to !C
1HDbl1S--2D--,3C,4th Suit Forcing; asking to describe hand; does not promis !C
1HDbl1S--2D--,3D,Forcing raise
1HDbl1S--2D--,3H,inv 2-suiter in Majors
1HDbl1S--2D--,3S,inv; single suiter
1HDbl1S--2H--,2S,Single suited
1HDbl1S--2H--,2N,Lebensohl; relay to !C
1HDbl1S--2H--,3C,Gamer Force; 2-suiter; longer !S or equal length
1HDbl1S--2H--,3D,GF 2-suiter; longer !S or equal length
1HDbl1S--2H--,3H,inv 2-suiter in Majors
1HDbl1S--2H--,3S,inv; single suiter
1HDbl1S--2S--,2N,Romex Request to make a short-suit trial
1HDbl1S--2S--,3C,Long-suit trial in !C
1HDbl1S--2S--,3D,Long-suit trial in !D
1HDbl1S--2S--,3H,Long-suit trial in !H
1HDbl1S--2S--2N--,3C,Allows the short-suit trial
1HDbl1S--2S--2N--,3S,To Play; no game interest
1HDbl1S--2S--2N--,4S,To Play; max. hand
1HDbl1S--2S--2N--3C--,3D,!H shortage
1HDbl1S--2S--2N--3C--,3H,!C shortage
1HDbl1S--2S--2N--3C--,3S,!D shortage
1HDbl1S--2N--,3C,Gamer Force; 2-suiter; longer !S or equal length
1HDbl1S--2N--,3D,GF 2-suiter; Longer !S or equal length
1HDbl1S--2N--,3H,inv 2-suiter in Majors
1HDbl1S--2N--,3S,inv; single suiter
1HDbl1S--3C--,3D,4th suit forcing; asking to desctibe hand
1HDbl1S--3C--,3H,inv 2-suiter in Majors
1HDbl1S--3C--,3S,inv; single suiter
1HDbl1S--3C--,4C,inv raise
1HDbl1S--3C--,4D,2-suiter; !S and !D; tolerance for !H
1HDbl1S--3D--,3H,inv 2-suiter in Majors
1HDbl1S--3D--,3S,inv; single suiter
1HDbl1S--3D--,4C,4th suit forcing; asking to describe hand; slam inv
1HDbl1S--3D--,4D,inv raise
1HDbl1N--,2C,accept transfer
1HDbl1N--2C--,--,Weak hand with Long (6+) !C
1HDbl1N--2C--,2D,Invt w/ !C-!D; longer !C
1HDbl1N--2C--,2H,Decent 2-level raise in !H with a !C control
1HDbl1N--2C--,2S,Invt w/ !C-!S; longer !C
1HDbl1N--2C--,2N,inv to 3NT with a decent !C suit and no good fit for !H
1HDbl1N--2C--,3C,inv Single-suited with !C
1HDbl1N--2C--,3D,GF. !C and !D; longer !C
1HDbl1N--2C--,3H,inv raise in !H with a !C "feature" which can be a Shortage or an Honour
1HDbl1N--2C--,3S,GF. !C-!S longer !C
1HDbl1N--2C--,3N,GF; solid !C and no support for !H; 4c !S is possible
1HDbl1N--2C--,4C,GF; with solid !C and no good support for !H; 4c !S is possible
1HDbl2C--,2D,Accept Transfer
1HDbl2C--2D--,--,Weak with a long !D suit.
1HDbl2C--2D--,2H,Decent 2-level raise in !H with a !D "feature" ; honour or shortage
1HDbl2C--2D--,2S,Invt w/ !D-!S; longer !D
1HDbl2C--2D--,2N,inv to 3NT with a decent !D suit and no good fit for !H
1HDbl2C--2D--,3C,Invt w/ !D-!C; longer !D
1HDbl2C--2D--,3D,inv with single-suited !D
1HDbl2C--2D--,3H,A good 3-level raise in !H with a !D "feature" ; honour or shortage
1HDbl2C--2D--,3S,GF; !D and !S; longer !D
1HDbl2C--2D--,3N,Solid !D; no support in !H
1HDbl2C--2D--,4C,GF with !D and !C; longer !D
1HDbl2C--2D--,4D,GF; single suiter; may not have all side suits stopped
1HDbl2C--2D--,4H,Solid raise; with feature in !D (shortness or High Honors)
1HDbl2D--,2H,Accepts transfer
1HDbl2D--,2S,Wants to make a short trial
1HDbl2D--,2N,Help Suit Game Try in !S
1HDbl2D--,3C,Help Suit Game Try in !C
1HDbl2D--,3D,Help Suit Game Try in !D
1HDbl2D--2H--,--,A decent 2-level raise in !H with no lead-directing feature
1HDbl2D--2H--,2S,GF with !H Support and a decent !S suit; asking to cue bid if max. or a suitable fit
1HDbl2D--2H--,2N,bal. inv raise in !H; probably short in ctrls.
1HDbl2D--2H--,3C,GF raise in !H with a decent !C suit;asking to cue bid if max. or a suitable fit
1HDbl2D--2H--,3D,GF raise in !H with a decent !D suit; asking to cue bid if max. or a suitable fit
1HDbl2D--2H--,3H,Solid bal. raise in !H with 11-12 HCP
1HDbl2D--2H--,3S,Slam try with side suit; asking to cue bid; unless min.
1HDbl2D--2H--,3N,GF; support but poor controls
1HDbl2D--2H--,4C,Slam try with side suit; asking to cue bid; unless min.
1HDbl2D--2H--,4D,Slam try with side suit; asking to cue bid; unless min.
1HDbl2D--2H--,4H,Slam try with no side suit; asking to cue bid; unless min.
1HDbl2D--2S--,2N,Asks for short suit
1HDbl2D--2S--2N--,3C,Short !D
1HDbl2D--2S--2N--,3D,Short !S
1HDbl2D--2S--2N--,3H,Short !C
1HDbl2S--,2N,Asks where the Shortage is
1HDbl2S--2N--,3C,!D Shortage
1HDbl2S--2N--,3D,!H Shortage
