BBOalert
Option
,1C,See chat message#16+; any distribution except 16-23 with 4441 distribution
1C--1H--1N--2D--2H--3N--4D--,5C,2nd and 3rd Round Control (Kx; KQx or KQ)
1C--1H--1N--2D--2H--3N--4D--,5D,1st Round Control (Void or Axx)
1C--1H--1N--2D--2H--3N--4D--,5H,1st and 3rd Round Control (Ax; AQx or AQ)
1C--1H--1N--2D--2H--3N--4D--,5S,1st; 2nd and 3rd Round Control (AK; AKQx or AKQ)
1C--1H--1N--2D--2H--3N--4S--,4N,No Control (xxxx) or 1st and 2nd Round Control (Akxx)
1C--1H--1N--2D--2H--3N--4S--,5C,3rd Round Control (Qxxxx )
1C--1H--1N--2D--2H--3N--4S--,5D,2nd Round Control (Kxxx)
1C--1H--1N--2D--2H--3N--4S--,5H,2nd and 3rd Round Control (KQxx)
1C--1H--1N--2D--2H--3N--4S--,5S,1st Round Control (Axxx)
1C--1H--1N--2D--2H--3N--4S--,5N,1st and 3rd Round Control (AQxx )
1C--1H--1N--2D--2H--3N--4S--,6C,1st; 2nd and 3rd Round Control (AKQx )
1C--1H--1N--2D--2H--4C--,4D,EPSILON: What control of the suit?
1C--1H--1N--2D--2H--4C--,4H,To Play
1C--1H--1N--2D--2H--4C--,4S,EPSILON: Aking for degree of control in the suit
1C--1H--1N--2D--2H--4C--,5C,EPSILON: What control of the suit?
1C--1H--1N--2D--2H--4C--,5D,To Play
1C--1H--1N--2D--2H--4C--4D--,4H,No Control (ie: xxx or longer) or 1st and 2nd Round Control (ie: AKx or A)
1C--1H--1N--2D--2H--4C--4D--,4S,3rd Round Control (ie: xx; Qxx or Qx)
1C--1H--1N--2D--2H--4C--4D--,4N,2nd Round Control (x; Kxx or K)
1C--1H--1N--2D--2H--4C--4D--,5C,2nd and 3rd Round Control (Kx; KQx or KQ)
1C--1H--1N--2D--2H--4C--4D--,5D,1st Round Control (Void or Axx)
1C--1H--1N--2D--2H--4C--4D--,5H,1st and 3rd Round Control (Ax; AQx or AQ)
1C--1H--1N--2D--2H--4C--4D--,5S,1st; 2nd and 3rd Round Control (AK; AKQx or AKQ)
1C--1H--1N--2D--2H--4C--4S--,4N,No Control (xxxx) or 1st and 2nd Round Control (Akxx)
1C--1H--1N--2D--2H--4C--4S--,5C,3rd Round Control (Qxxxx )
1C--1H--1N--2D--2H--4C--4S--,5D,2nd Round Control (Kxxx)
1C--1H--1N--2D--2H--4C--4S--,5H,2nd and 3rd Round Control (KQxx)
1C--1H--1N--2D--2H--4C--4S--,5S,1st Round Control (Axxx)
1C--1H--1N--2D--2H--4C--4S--,5N,1st and 3rd Round Control (AQxx )
1C--1H--1N--2D--2H--4C--4S--,6C,1st; 2nd and 3rd Round Control (AKQx )
1C--1H--1N--2D--2H--4C--5C--,5D,No Control (xxxx) or 1st and 2nd Round Control (Akxx)
1C--1H--1N--2D--2H--4C--5C--,5H,3rd Round Control (Qxxxx )
1C--1H--1N--2D--2H--4C--5C--,5S,2nd Round Control (Kxxx)
1C--1H--1N--2D--2H--4C--5C--,5N,2nd and 3rd Round Control (KQxx)
1C--1H--1N--2D--2H--4C--5C--,6C,1st Round Control (Axxx)
1C--1H--1N--2D--2H--4C--5C--,6D,1st and 3rd Round Control (AQxx )
1C--1H--1N--2D--2H--4C--5C--,6H,1st; 2nd and 3rd Round Control (AKQx )
1C--1H--1N--2D--2H--4D--,4H,To Play
1C--1H--1N--2D--2H--4D--,4S,EPSILON: Aking for degree of control in the suit
1C--1H--1N--2D--2H--4D--,5C,EPSILON: What control of the suit?
1C--1H--1N--2D--2H--4D--,5D,EPSILON:What control of the suit?
1C--1H--1N--2D--2H--4D--4S--,4N,No Control (xxxx) or 1st and 2nd Round Control (Akxx)
1C--1H--1N--2D--2H--4D--4S--,5C,3rd Round Control (Qxxxx )
1C--1H--1N--2D--2H--4D--4S--,5D,2nd Round Control (Kxxx)
1C--1H--1N--2D--2H--4D--4S--,5H,2nd and 3rd Round Control (KQxx)
1C--1H--1N--2D--2H--4D--4S--,5S,1st Round Control (Axxx)
1C--1H--1N--2D--2H--4D--4S--,5N,1st and 3rd Round Control (AQxx )
1C--1H--1N--2D--2H--4D--4S--,6C,1st; 2nd and 3rd Round Control (AKQx )
1C--1H--1N--2D--2H--4D--5C--,5D,No Control (xxxx) or 1st and 2nd Round Control (Akxx)
1C--1H--1N--2D--2H--4D--5C--,5H,3rd Round Control (Qxxxx )
1C--1H--1N--2D--2H--4D--5C--,5S,2nd Round Control (Kxxx)
1C--1H--1N--2D--2H--4D--5C--,5N,2nd and 3rd Round Control (KQxx)
1C--1H--1N--2D--2H--4D--5C--,6C,1st Round Control (Axxx)
1C--1H--1N--2D--2H--4D--5C--,6D,1st and 3rd Round Control (AQxx )
1C--1H--1N--2D--2H--4D--5C--,6H,1st; 2nd and 3rd Round Control (AKQx )
1C--1H--1N--2D--2H--4D--5D--,5H,No Control (xxxx) or 1st and 2nd Round Control (Akxx)
1C--1H--1N--2D--2H--4D--5D--,5S,3rd Round Control (Qxxxx )
1C--1H--1N--2D--2H--4D--5D--,5N,2nd Round Control (Kxxx)
1C--1H--1N--2D--2H--4D--5D--,6C,2nd and 3rd Round Control (KQxx)
1C--1H--1N--2D--2H--4D--5D--,6D,1st Round Control (Axxx)
1C--1H--1N--2D--2H--4D--5D--,6H,1st and 3rd Round Control (AQxx )
1C--1H--1N--2D--2H--4D--5D--,6S,1st; 2nd and 3rd Round Control (AKQx )
1C--1H--1N--2D--2S--,2N,VOID or x
1C--1H--1N--2D--2S--,3C,H or xx (H=A;K or Q)
1C--1H--1N--2D--2S--,3D,Hx or xxx (H=A;K or Q)
1C--1H--1N--2D--2S--,3H,HH or Hxx (H=A;K or Q) Set trumps
1C--1H--1N--2D--2S--,3S,Xxxx (H=A;K or Q)
1C--1H--1N--2D--2S--,3N,HHx or Hxxx (H=A;K or Q)
1C--1H--1N--2D--2S--,4C,HHxx (H=A;K or Q)
1C--1H--1N--2D--2S--,4D,xxxxx or xxxxxx (H=A;K or Q)
1C--1H--1N--2D--2S--,4H,Hxxxx or Hxxxxx (H=A;K or Q)
1C--1H--1N--2D--2S--,4S,HHxxx or HHxxxx (H=A;K or Q)
1C--1H--1N--2D--2S--2N--,3C,IOTA: Secondary trump asking in !C
1C--1H--1N--2D--2S--2N--,3D,IOTA: Sexondary trump asking in Diamnods
1C--1H--1N--2D--2S--2N--,3H,GAMMA: Trumps Asking in !H
1C--1H--1N--2D--2S--2N--,3S,REPEAT THETA: Asking to clarify; sets the trumps
1C--1H--1N--2D--2S--2N--,3N,To Play
1C--1H--1N--2D--2S--2N--,4C,BETA Asking for exact number of ctrls.
1C--1H--1N--2D--2S--2N--3C--,3D,H or xx or less (H=A;K or Q)
1C--1H--1N--2D--2S--2N--3C--,3H,Hx or xxx (H=A;K or Q)
1C--1H--1N--2D--2S--2N--3C--,3S,HH or Hxx (H=A;K or Q)
1C--1H--1N--2D--2S--2N--3C--,3N,Xxxx (H=A;K or Q)
1C--1H--1N--2D--2S--2N--3C--,4C,HHx or Hxxx (H=A;K or Q)
1C--1H--1N--2D--2S--2N--3C--,4D,HHxx (H=A;K or Q)
1C--1H--1N--2D--2S--2N--3C--,4H,xxxxx or xxxxxx (H=A;K or Q)
1C--1H--1N--2D--2S--2N--3C--,4S,Hxxxx or Hxxxxx (H=A;K or Q)
1C--1H--1N--2D--2S--2N--3C--,4N,HHxxx or HHxxxx (H=A;K or Q)
1C--1H--1N--2D--2S--2N--3D--,3H,VOID or x
1C--1H--1N--2D--2S--2N--3D--,3S,H or xx (H=A;K or Q)
1C--1H--1N--2D--2S--2N--3D--,3N,Hx or xxx (H=A;K or Q)
1C--1H--1N--2D--2S--2N--3D--,4C,HH or Hxx (H=A;K or Q) Set trumps
1C--1H--1N--2D--2S--2N--3D--,4D,Xxxx (H=A;K or Q)
1C--1H--1N--2D--2S--2N--3D--,4H,HHx or Hxxx (H=A;K or Q)
1C--1H--1N--2D--2S--2N--3D--,4S,HHxx (H=A;K or Q)
1C--1H--1N--2D--2S--2N--3D--,4N,xxxxx or xxxxxx (H=A;K or Q)
1C--1H--1N--2D--2S--2N--3D--,5C,Hxxxx or Hxxxxx (H=A;K or Q)
1C--1H--1N--2D--2S--2N--3D--,5D,HHxxx or HHxxxx (H=A;K or Q)
1C--1H--1N--2D--2S--2N--3H--,3S,No Top Honour (any length)
1C--1H--1N--2D--2S--2N--3H--,3N,One Top Honour (min length)
1C--1H--1N--2D--2S--2N--3H--,4C,2 or 3 Top Honours (min length)
1C--1H--1N--2D--2S--2N--3H--,4D,One Top Honour (Min length + 1) (A.K or Q)
1C--1H--1N--2D--2S--2N--3H--,4H,Two Top Honours (Min length + 1) (A.K or Q)
1C--1H--1N--2D--2S--2N--3H--,4S,Three Top Honours (Min length + 1) (A.K & Q)
1C--1H--1N--2D--2S--2N--3H--,4N,One Top Honour (Min length + 2) (A.K or Q)
1C--1H--1N--2D--2S--2N--3S--,3N,Void
1C--1H--1N--2D--2S--2N--3S--,4C,Singleton No Honor
1C--1H--1N--2D--2S--2N--4C--,4D,0 Control (A=2. K=1)
1C--1H--1N--2D--2S--2N--4C--,4H,1 Control (A=2. K=1)
1C--1H--1N--2D--2S--2N--4C--,4S,3 ctrls. (A=2;K=1)
1C--1H--1N--2D--2S--3C--,3D,IOTA: Sexondary trump asking in Diamnods
1C--1H--1N--2D--2S--3C--,3H,GAMMA: Trumps Asking in !H
1C--1H--1N--2D--2S--3C--,3S,REPEAT THETA: Asking to clarify; sets the trumps
1C--1H--1N--2D--2S--3C--,3N,To Play
1C--1H--1N--2D--2S--3C--,4C,IOTA: Sexondary trump asking in !C
1C--1H--1N--2D--2S--3C--,4D,BETA: asking for exact number of ctrls.
1C--1H--1N--2D--2S--3C--3D--,3H,VOID or x
1C--1H--1N--2D--2S--3C--3D--,3S,H or xx (H=A;K or Q)
1C--1H--1N--2D--2S--3C--3D--,3N,Hx or xxx (H=A;K or Q)
1C--1H--1N--2D--2S--3C--3D--,4C,HH or Hxx (H=A;K or Q) Set trumps
1C--1H--1N--2D--2S--3C--3D--,4D,Xxxx (H=A;K or Q)
1C--1H--1N--2D--2S--3C--3D--,4H,HHx or Hxxx (H=A;K or Q)
1C--1H--1N--2D--2S--3C--3D--,4S,HHxx (H=A;K or Q)
1C--1H--1N--2D--2S--3C--3D--,4N,xxxxx or xxxxxx (H=A;K or Q)
1C--1H--1N--2D--2S--3C--3D--,5C,Hxxxx or Hxxxxx (H=A;K or Q)
1C--1H--1N--2D--2S--3C--3D--,5D,HHxxx or HHxxxx (H=A;K or Q)
1C--1H--1N--2D--2S--3C--3H--,3S,No Top Honour (any length)
1C--1H--1N--2D--2S--3C--3H--,3N,One Top Honour (min length)
1C--1H--1N--2D--2S--3C--3H--,4C,2 or 3 Top Honours (min length)
1C--1H--1N--2D--2S--3C--3H--,4D,One Top Honour (Min length + 1) (A.K or Q)
1C--1H--1N--2D--2S--3C--3H--,4H,Two Top Honours (Min length + 1) (A.K or Q)
1C--1H--1N--2D--2S--3C--3H--,4S,Three Top Honours (Min length + 1) (A.K & Q)
1C--1H--1N--2D--2S--3C--3H--,4N,One Top Honour (Min length + 2) (A.K or Q)
1C--1H--1N--2D--2S--3C--3S--,3N,Void
1C--1H--1N--2D--2S--3C--3S--,4C,Singleton No Honor
1C--1H--1N--2D--2S--3C--4C--,4D,H or xx or less (H=A;K or Q)
1C--1H--1N--2D--2S--3C--4C--,4H,Hx or xxx (H=A;K or Q)
1C--1H--1N--2D--2S--3C--4C--,4S,HH or Hxx (H=A;K or Q)
1C--1H--1N--2D--2S--3C--4C--,4N,Xxxx (H=A;K or Q)
1C--1H--1N--2D--2S--3C--4C--,5C,HHx or Hxxx (H=A;K or Q)
1C--1H--1N--2D--2S--3C--4C--,5D,HHxx (H=A;K or Q)
1C--1H--1N--2D--2S--3C--4C--,5H,xxxxx or xxxxxx (H=A;K or Q)
1C--1H--1N--2D--2S--3C--4C--,5S,Hxxxx or Hxxxxx (H=A;K or Q)
1C--1H--1N--2D--2S--3C--4C--,5N,HHxxx or HHxxxx (H=A;K or Q
1C--1H--1N--2D--2S--3C--4D--,4H,0 ctrls. (A=2; K=1)
1C--1H--1N--2D--2S--3C--4D--,4S,1 ctrls. (A=2; K=1)
1C--1H--1N--2D--2S--3C--4D--,4N,2 ctrls. (A=2; K=1)
1C--1H--1N--2D--2S--3D--,3H,GAMMA: Trumps Asking in !H
1C--1H--1N--2D--2S--3D--,3S,REPEAT THETA: Asking to clarify; sets the trumps
1C--1H--1N--2D--2S--3D--,3N,To Play
1C--1H--1N--2D--2S--3D--,4C,IOTA: Secondary trump asking in !C
1C--1H--1N--2D--2S--3D--,4D,IOTA: Secondary trump asking in !D
1C--1H--1N--2D--2S--3D--3H--,3S,No Top Honour (any length)
1C--1H--1N--2D--2S--3D--3H--,3N,One Top Honour (min length)
1C--1H--1N--2D--2S--3D--3H--,4C,2 or 3 Top Honours (min length)
1C--1H--1N--2D--2S--3D--3H--,4D,One Top Honour (Min length + 1) (A.K or Q)
1C--1H--1N--2D--2S--3D--3H--,4H,Two Top Honours (Min length + 1) (A.K or Q)
1C--1H--1N--2D--2S--3D--3H--,4S,Three Top Honours (Min length + 1) (A.K & Q)
1C--1H--1N--2D--2S--3D--3H--,4N,One Top Honour (Min length + 2) (A.K or Q)
1C--1H--1N--2D--2S--3D--3S--,3N,Void
1C--1H--1N--2D--2S--3D--3S--,4C,Singleton No Honor
1C--1H--1N--2D--2S--3D--4C--,4D,H or xx or less (H=A;K or Q)
1C--1H--1N--2D--2S--3D--4C--,4H,Hx or xxx (H=A;K or Q)
1C--1H--1N--2D--2S--3D--4C--,4S,HH or Hxx (H=A;K or Q)
1C--1H--1N--2D--2S--3D--4C--,4N,Xxxx (H=A;K or Q)
1C--1H--1N--2D--2S--3D--4C--,5C,HHx or Hxxx (H=A;K or Q)
1C--1H--1N--2D--2S--3D--4C--,5D,HHxx (H=A;K or Q)
1C--1H--1N--2D--2S--3D--4C--,5H,xxxxx or xxxxxx (H=A;K or Q)
1C--1H--1N--2D--2S--3D--4C--,5S,Hxxxx or Hxxxxx (H=A;K or Q)
1C--1H--1N--2D--2S--3D--4C--,5N,HHxxx or HHxxxx (H=A;K or Q
1C--1H--1N--2D--2S--3D--4D--,4H,H or xx or less (H=A;K or Q)
1C--1H--1N--2D--2S--3D--4D--,4S,Hx or xxx (H=A;K or Q)
1C--1H--1N--2D--2S--3D--4D--,4N,HH or Hxx (H=A;K or Q)
1C--1H--1N--2D--2S--3D--4D--,5C,Xxxx (H=A;K or Q)
1C--1H--1N--2D--2S--3D--4D--,5D,HHx or Hxxx (H=A;K or Q)
1C--1H--1N--2D--2S--3D--4D--,5H,HHxx (H=A;K or Q)
1C--1H--1N--2D--2S--3D--4D--,5S,xxxxx or xxxxxx (H=A;K or Q)
1C--1H--1N--2D--2S--3D--4D--,5N,Hxxxx or Hxxxxx (H=A;K or Q)
1C--1H--1N--2D--2S--3D--4D--,6C,HHxxx or HHxxxx (H=A;K or Q)
1C--1H--1N--2D--2S--3H--,3S,REPEAT THETA: asking to clarify
1C--1H--1N--2D--2S--3H--,3N,To Play
1C--1H--1N--2D--2S--3H--,4C,BETA: Asking for exact number of ctrls.
1C--1H--1N--2D--2S--3H--,4D,EPSILON: asking for degree of control in !D
1C--1H--1N--2D--2S--3H--,4H,EPSILON: asking for degree of control in !H
1C--1H--1N--2D--2S--3H--,4S,To Play
1C--1H--1N--2D--2S--3H--3S--,3N,HH (two top honors; doubleton)
1C--1H--1N--2D--2S--3H--3S--,4C,Hxx ( 1 Top Honor and 3 cards)
1C--1H--1N--2D--2S--3H--4C--,4D,0 ctrls. (A=2; K=1)
1C--1H--1N--2D--2S--3H--4C--,4H,1 control (A=2; K=1)
1C--1H--1N--2D--2S--3H--4C--,4S,2 ctrls. (A=2; K=1)
1C--1H--1N--2D--2S--3H--4D--,4H,No Control (ie: xxx or longer) or 1st and 2nd Round Control (ie: AKx or A)
1C--1H--1N--2D--2S--3H--4D--,4S,3rd Round Control (ie: xx; Qxx or Qx)
1C--1H--1N--2D--2S--3H--4D--,4N,2nd Round Control (x; Kxx or K)
1C--1H--1N--2D--2S--3H--4D--,5C,2nd and 3rd Round Control (Kx; KQx or KQ)
1C--1H--1N--2D--2S--3H--4D--,5D,1st Round Control (Void or Axx)
1C--1H--1N--2D--2S--3H--4D--,5H,1st and 3rd Round Control (Ax; AQx or AQ)
1C--1H--1N--2D--2S--3H--4D--,5S,1st; 2nd and 3rd Round Control (AK; AKQx or AKQ
1C--1H--1N--2D--2S--3H--4H--,4S,No Control (ie: xxx or longer) or 1st and 2nd Round Control (ie: AKx or A)
1C--1H--1N--2D--2S--3H--4H--,4N,3rd Round Control (ie: xx; Qxx or Qx)
1C--1H--1N--2D--2S--3H--4H--,5C,2nd Round Control (x; Kxx or K)
1C--1H--1N--2D--2S--3H--4H--,5D,2nd and 3rd Round Control (Kx; KQx or KQ)
1C--1H--1N--2D--2S--3H--4H--,5H,1st Round Control (Void or Axx)
1C--1H--1N--2D--2S--3H--4H--,5S,1st and 3rd Round Control (Ax; AQx or AQ)
1C--1H--1N--2D--2S--3H--4H--,5N,1st; 2nd and 3rd Round Control (AK; AKQx or AKQ
1C--1H--1N--2D--2S--3S--,3N,To Play
1C--1H--1N--2D--2S--3S--,4C,BETA: Asking for exact number of ctrls.
1C--1H--1N--2D--2S--3S--,4D,EPSILON: asking for degree of control in !D
1C--1H--1N--2D--2S--3S--,4H,EPSILON: asking for degree of control in !H
1C--1H--1N--2D--2S--3S--,4S,To Play
1C--1H--1N--2D--2S--3S--4C--,4D,0 ctrls. (A=2; K=1)
1C--1H--1N--2D--2S--3S--4C--,4H,1 control (A=2; K=1)
1C--1H--1N--2D--2S--3S--4C--,4S,2 ctrls. (A=2; K=1)
1C--1H--1N--2D--2S--3S--4D--,4H,No Control (ie: xxx or longer) or 1st and 2nd Round Control (ie: AKx or A)
1C--1H--1N--2D--2S--3S--4D--,4S,3rd Round Control (ie: xx; Qxx or Qx)
1C--1H--1N--2D--2S--3S--4D--,4N,2nd Round Control (x; Kxx or K)
1C--1H--1N--2D--2S--3S--4D--,5C,2nd and 3rd Round Control (Kx; KQx or KQ)
1C--1H--1N--2D--2S--3S--4D--,5D,1st Round Control (Void or Axx)
1C--1H--1N--2D--2S--3S--4D--,5H,1st and 3rd Round Control (Ax; AQx or AQ)
1C--1H--1N--2D--2S--3S--4D--,5S,1st; 2nd and 3rd Round Control (AK; AKQx or AKQ
1C--1H--1N--2D--2S--3S--4H--,4S,No Control (ie: xxx or longer) or 1st and 2nd Round Control (ie: AKx or A)
1C--1H--1N--2D--2S--3S--4H--,4N,3rd Round Control (ie: xx; Qxx or Qx)
1C--1H--1N--2D--2S--3S--4H--,5C,2nd Round Control (x; Kxx or K)
1C--1H--1N--2D--2S--3S--4H--,5D,2nd and 3rd Round Control (Kx; KQx or KQ)
1C--1H--1N--2D--2S--3S--4H--,5H,1st Round Control (Void or Axx)
1C--1H--1N--2D--2S--3S--4H--,5S,1st and 3rd Round Control (Ax; AQx or AQ)
1C--1H--1N--2D--2S--3S--4H--,5N,1st; 2nd and 3rd Round Control (AK; AKQx or AKQ
1C--1H--1N--2D--2S--3N--,4C,BETA: Asking for exact number of ctrls.
1C--1H--1N--2D--2S--3N--,4D,EPSILON: asking for degree of control in !D
1C--1H--1N--2D--2S--3N--,4H,EPSILON: asking for degree of control in !H
1C--1H--1N--2D--2S--3N--,4S,To Play
1C--1H--1N--2D--2S--3N--4C--,4D,0 ctrls. (A=2; K=1)
1C--1H--1N--2D--2S--3N--4C--,4H,1 control (A=2; K=1)
1C--1H--1N--2D--2S--3N--4C--,4S,2 ctrls. (A=2; K=1)
1C--1H--1N--2D--2S--3N--4D--,4H,No Control (ie: xxx or longer) or 1st and 2nd Round Control (ie: AKx or A)
1C--1H--1N--2D--2S--3N--4D--,4S,3rd Round Control (ie: xx; Qxx or Qx)
1C--1H--1N--2D--2S--3N--4D--,4N,2nd Round Control (x; Kxx or K)
1C--1H--1N--2D--2S--3N--4D--,5C,2nd and 3rd Round Control (Kx; KQx or KQ)
1C--1H--1N--2D--2S--3N--4D--,5D,1st Round Control (Void or Axx)
1C--1H--1N--2D--2S--3N--4D--,5H,1st and 3rd Round Control (Ax; AQx or AQ)
1C--1H--1N--2D--2S--3N--4D--,5S,1st; 2nd and 3rd Round Control (AK; AKQx or AKQ
1C--1H--1N--2D--2S--3N--4H--,4S,No Control (ie: xxx or longer) or 1st and 2nd Round Control (ie: AKx or A)
1C--1H--1N--2D--2S--3N--4H--,4N,3rd Round Control (ie: xx; Qxx or Qx)
1C--1H--1N--2D--2S--3N--4H--,5C,2nd Round Control (x; Kxx or K)
1C--1H--1N--2D--2S--3N--4H--,5D,2nd and 3rd Round Control (Kx; KQx or KQ)
1C--1H--1N--2D--2S--3N--4H--,5H,1st Round Control (Void or Axx)
1C--1H--1N--2D--2S--3N--4H--,5S,1st and 3rd Round Control (Ax; AQx or AQ)
1C--1H--1N--2D--2S--3N--4H--,5N,1st; 2nd and 3rd Round Control (AK; AKQx or AKQ
1C--1H--1N--2D--2S--4C--,4D,EPSILON: asking for degree of control in !D
1C--1H--1N--2D--2S--4C--,4H,EPSILON: asking for degree of control in !H
1C--1H--1N--2D--2S--4C--,4S,To Play
1C--1H--1N--2D--2S--4C--,5C,EPSILON: asking for degree of control in !H
1C--1H--1N--2D--2S--4C--4D--,4H,No Control (ie: xxx or longer) or 1st and 2nd Round Control (ie: AKx or A)
1C--1H--1N--2D--2S--4C--4D--,4S,3rd Round Control (ie: xx; Qxx or Qx)
1C--1H--1N--2D--2S--4C--4D--,4N,2nd Round Control (x; Kxx or K)
1C--1H--1N--2D--2S--4C--4D--,5C,2nd and 3rd Round Control (Kx; KQx or KQ)
1C--1H--1N--2D--2S--4C--4D--,5D,1st Round Control (Void or Axx)
1C--1H--1N--2D--2S--4C--4D--,5H,1st and 3rd Round Control (Ax; AQx or AQ)
1C--1H--1N--2D--2S--4C--4D--,5S,1st; 2nd and 3rd Round Control (AK; AKQx or AKQ
1C--1H--1N--2D--2S--4C--4H--,4S,No Control (ie: xxx or longer) or 1st and 2nd Round Control (ie: AKx or A)
1C--1H--1N--2D--2S--4C--4H--,4N,3rd Round Control (ie: xx; Qxx or Qx)
1C--1H--1N--2D--2S--4C--4H--,5C,2nd Round Control (x; Kxx or K)
1C--1H--1N--2D--2S--4C--4H--,5D,2nd and 3rd Round Control (Kx; KQx or KQ)
1C--1H--1N--2D--2S--4C--4H--,5H,1st Round Control (Void or Axx)
1C--1H--1N--2D--2S--4C--4H--,5S,1st and 3rd Round Control (Ax; AQx or AQ)
1C--1H--1N--2D--2S--4C--4H--,5N,1st; 2nd and 3rd Round Control (AK; AKQx or AKQ
1C--1H--1N--2D--2S--4C--5C--,5D,No Control (ie: xxx or longer) or 1st and 2nd Round Control (ie: AKx or A)
1C--1H--1N--2D--2S--4C--5C--,5H,3rd Round Control (ie: xx; Qxx or Qx)
1C--1H--1N--2D--2S--4C--5C--,5S,2nd Round Control (x; Kxx or K)
1C--1H--1N--2D--2S--4C--5C--,5N,2nd and 3rd Round Control (Kx; KQx or KQ)
1C--1H--1N--2D--2S--4C--5C--,6C,1st Round Control (Void or Axx)
1C--1H--1N--2D--2S--4C--5C--,6D,1st Round Control (Void or Axx)1st and 3rd Round Control (Ax; AQx or AQ)
1C--1H--1N--2D--2S--4C--5C--,6H,1st; 2nd and 3rd Round Control (AK; AKQx or AKQ
1C--1H--1N--2D--2S--4D--,4H,EPSILON: asking for degree of control in !H
1C--1H--1N--2D--2S--4D--,4S,To Play
1C--1H--1N--2D--2S--4D--,5C,EPSILON: What control of the suit?
1C--1H--1N--2D--2S--4D--,5D,EPSILON: What control of the suit?
1C--1H--1N--2D--2S--4D--4H--,4S,No Control (ie: xxx or longer) or 1st and 2nd Round Control (ie: AKx or A)
1C--1H--1N--2D--2S--4D--4H--,4N,3rd Round Control (ie: xx; Qxx or Qx)
1C--1H--1N--2D--2S--4D--4H--,5C,2nd Round Control (x; Kxx or K)
1C--1H--1N--2D--2S--4D--4H--,5D,2nd and 3rd Round Control (Kx; KQx or KQ)
1C--1H--1N--2D--2S--4D--4H--,5H,1st Round Control (Void or Axx)
1C--1H--1N--2D--2S--4D--4H--,5S,1st and 3rd Round Control (Ax; AQx or AQ)
1C--1H--1N--2D--2S--4D--4H--,5N,1st; 2nd and 3rd Round Control (AK; AKQx or AKQ
1C--1H--1N--2D--2S--4D--5C--,5D,No Control (ie: xxx or longer) or 1st and 2nd Round Control (ie: AKx or A)
1C--1H--1N--2D--2S--4D--5C--,5H,3rd Round Control (ie: xx; Qxx or Qx)
1C--1H--1N--2D--2S--4D--5C--,5S,2nd Round Control (x; Kxx or K)
1C--1H--1N--2D--2S--4D--5C--,5N,2nd and 3rd Round Control (Kx; KQx or KQ)
1C--1H--1N--2D--2S--4D--5C--,6C,1st Round Control (Void or Axx)
1C--1H--1N--2D--2S--4D--5C--,6D,1st Round Control (Void or Axx)1st and 3rd Round Control (Ax; AQx or AQ)
1C--1H--1N--2D--2S--4D--5C--,6H,1st; 2nd and 3rd Round Control (AK; AKQx or AKQ
1C--1H--1N--2D--2S--4H--,4S,To Play
1C--1H--1N--2D--2N--,3C,4 cards
1C--1H--1N--2D--2N--,3D,4 cards
1C--1H--1N--2D--2N--,3H,Strong 6+-card !H suit
1C--1H--1N--2D--2N--,3S,4-card suit
1C--1H--1N--2D--2N--,3N,Natural and "to play"; semi-bal. hand with 5-card !H.
1C--1H--1N--2D--3C--,3D,VOID or x
1C--1H--1N--2D--3C--,3H,H or xx (H=A;K or Q)
1C--1H--1N--2D--3C--,3S,Hx or xxx (H=A;K or Q)
1C--1H--1N--2D--3C--,3N,HH or Hxx (H=A;K or Q) Set trumps
1C--1H--1N--2D--3C--,4C,Xxxx (H=A;K or Q)
1C--1H--1N--2D--3C--,4D,HHx or Hxxx (H=A;K or Q)
1C--1H--1N--2D--3C--,4H,HHxx (H=A;K or Q)
1C--1H--1N--2D--3C--,4S,xxxxx or xxxxxx (H=A;K or Q)
1C--1H--1N--2D--3C--,4N,Hxxxx or Hxxxxx (H=A;K or Q)
1C--1H--1N--2D--3C--,5C,HHxxx or HHxxxx (H=A;K or Q)
1C--1H--1N--2D--3C--3D--,3H,GAMMA: Trumps Asking in !H
1C--1H--1N--2D--3C--3D--,3S,IOTA; Secondary trump asking in !S
1C--1H--1N--2D--3C--3D--,3N,To Play
1C--1H--1N--2D--3C--3D--,4C,REPEAT THETA: Asking to clarify. Ses the tumps
1C--1H--1N--2D--3C--3D--,4D,IOTA: Secondary trump asking in !D
1C--1H--1N--2D--3C--3D--4C--,4D,VOID
1C--1H--1N--2D--3C--3D--4C--,4H,SINGLE: No honor
1C--1H--1N--2D--3C--3H--,3S,IOTA; Secondary trump asking in !S
1C--1H--1N--2D--3C--3H--,3N,To Play
1C--1H--1N--2D--3C--3H--,4C,REPEAT THETA: Asking to clarify. Sets the tump suit
1C--1H--1N--2D--3C--3H--,4D,IOTA: Secondary trump asking in !D
1C--1H--1N--2D--3C--3H--4C--,4D,VOID
1C--1H--1N--2D--3C--3H--4C--,4H,SINGLE: No honor
1C--1H--1N--2D--3C--3S--,3N,To Play
1C--1H--1N--2D--3C--3S--,4C,REPEAT THETA: Asking to clarify. Ses the tumps
1C--1H--1N--2D--3C--3S--,4D,IOTA: Secondary trump asking in !D
1C--1H--1N--2D--3C--3S--,4S,IOTA: Secondary trump asking in !S
1C--1H--1N--2D--3C--3S--4C--,4D,VOID
1C--1H--1N--2D--3C--3S--4C--,4H,SINGLE: No honor
1C--1H--1N--2D--3D--,3H,VOID or x
