BBOalert
Option
,1C,16+HcP; ANY
1C--1D--1S--2N--3N--,4S,3+!S; 0-2 CTRL
1C--1D--1N--,--,0-4HcP; bal. To play
1C--1D--1N--,2C,5-10HcP; Stayman
1C--1D--1N--,2D,Trans -> !H
1C--1D--1N--,2H,Trans -> !S
1C--1D--1N--,2S,5-7HcP; 5-5 touching suits
1C--1D--1N--,2N,*0-5HcP; 1-suiter in minor *6-7HcP; 5-5 non-touching suits
1C--1D--1N--,3C,6-7HcP; 7+!C; semi-solid
1C--1D--1N--,3D,6-7HcP; 7+!D; semi-solid
1C--1D--1N--,3H,6-7HcP; 7+!H; semi-solid
1C--1D--1N--,3S,6-7HcP; 7+!S; semi-solid
1C--1D--1N--2C--,2D,17-18HcP; No MAJOR
1C--1D--1N--2C--,2H,17-19HcP; 4!H; 2-4!S
1C--1D--1N--2C--,2S,17-19HcP; 4!S; 2-3!H
1C--1D--1N--2C--,2N,19HcP; bal. No MAJOR
1C--1D--1N--2C--,3C,19-20HcP w/MAJOR
1C--1D--1N--2C--,3D,20HcP; No MAJOR
1C--1D--1N--2C--2D--,2H,5HcP; 4!H + 4!S
1C--1D--1N--2C--2D--,2S,6HcP; 4!H + 4!S
1C--1D--1N--2C--2D--,2N,7HcP; 4!H + 4!S
1C--1D--1N--2C--2D--2H--,--,To play
1C--1D--1N--2C--2D--2H--,2S,Signoff
1C--1D--1N--2C--2D--2H--,2N,Signoff
1C--1D--1N--2C--2D--2S--,--,To play
1C--1D--1N--2C--2D--2S--,2N,Signoff
1C--1D--1N--2C--2D--2S--,3N,Signoff
1C--1D--1N--2C--2D--2N--,--,To play
1C--1D--1N--2C--2D--2N--,3N,Signoff
1C--1D--1N--2C--2D--2N--,4H,Signoff
1C--1D--1N--2C--2D--2N--,4S,Signoff
1C--1D--1N--2C--2H--,2S,4!S; 0-3!H
1C--1D--1N--2C--2H--,2N,Signoff
1C--1D--1N--2C--2H--,3H,*4!H; bal; GF *4!H; 3-suiter; GF
1C--1D--1N--2C--2H--,3N,Signoff
1C--1D--1N--2C--2H--3H--,3S,ASK distrib
1C--1D--1N--2C--2H--3H--3S--,3N,Balanced
1C--1D--1N--2C--2H--3H--3S--,4C,4-4-4-1
1C--1D--1N--2C--2H--3H--3S--,4D,4-4-1-4
1C--1D--1N--2C--2H--3H--3S--,4H,1-4-4-4
1C--1D--1N--2C--2S--,2N,2-3!S
1C--1D--1N--2C--2S--,3S,*4!S; bal; GF *4!S; 3-suiter; GF
1C--1D--1N--2C--2S--,3N,Signoff
1C--1D--1N--2C--2S--3S--,3N,ASK distrib
1C--1D--1N--2C--2S--3S--3N--,4C,4-4-4-1
1C--1D--1N--2C--2S--3S--3N--,4D,4-4-1-4
1C--1D--1N--2C--2S--3S--3N--,4H,4-1-4-4
1C--1D--1N--2C--2S--3S--3N--,4S,4!S; Balanced
1C--1D--1N--2C--2N--,--,5HcP; To play
1C--1D--1N--2C--2N--,3N,6-7HcP; Signoff
1C--1D--1N--2C--3C--,3D,ASK MAJOR
1C--1D--1N--2C--3C--3D--,3H,4!H; 2-4!S
1C--1D--1N--2C--3C--3D--,3S,4!S; 2-3!H
1C--1D--1N--2C--3D--,3H,6-7HcP; 4-1-4-4
1C--1D--1N--2C--3D--,3S,6-7HcP; 1-4-4-4
1C--1D--1N--2C--3D--,3N,Signoff
1C--1D--1N--2D--,2H,Relay
1C--1D--1N--2D--,2N,19-20HcP; 2!H
1C--1D--1N--2D--,3H,19-20HcP; 4!H
1C--1D--1N--2D--2H--,--,*0-3HcP; 6+!H *4-5HcP;5!H
1C--1D--1N--2D--2H--,2S,4-7HcP; 5+!H + 4!S
1C--1D--1N--2D--2H--,2N,*4-5HcP; 6+!H *6-7HcP; 2-5-2-4 or 2-5-4-2
1C--1D--1N--2D--2H--,3C,6-7HcP; 4!H + 5!C
1C--1D--1N--2D--2H--,3D,6-7HcP; 4!H + 5!D
1C--1D--1N--2D--2H--,3H,6-7HcP; 4!H + 5!S
1C--1D--1N--2D--2H--,3N,*4-5HcP; 6+!H *6-7HcP; 5!H + 4 minor; 5431 dist.
1C--1D--1N--2D--2H--3H--,3S,Signoff
1C--1D--1N--2D--2H--3H--,3N,Signoff
1C--1D--1N--2D--2H--3H--,4H,Signoff
1C--1D--1N--2D--2H--3H--,4S,Signoff
1C--1D--1N--2H--,2S,Relay
1C--1D--1N--2H--,2N,19-20HcP; 2!S
1C--1D--1N--2H--,3S,19-20HcP; 4!S
1C--1D--1N--2H--2S--,--,*0-3HcP; 6+!S *4-5HcP; 5!S
1C--1D--1N--2H--2S--,2N,*4-5HcP; 6+!S *6-7HcP; 5-2-2-4 or 5-2-4-2
1C--1D--1N--2H--2S--,3C,6-7HcP; 4!S + 5+!C
1C--1D--1N--2H--2S--,3D,6-7HcP; 4!S + 5+!D
1C--1D--1N--2H--2S--,3H,6-7HcP; 5!H + 5!S
1C--1D--1N--2H--2S--,3N,*4-7HcP; 6+!S *6-7HcP 5!S + 4 minor; 5431 dist
1C--1D--1N--2S--,2N,ASK distrib
1C--1D--1N--2S--2N--,3C,5!C + 5!D
1C--1D--1N--2S--2N--,3D,5!D + 5!H
1C--1D--1N--2S--2N--,3H,5!H + 5!S
1C--1D--1N--2S--2N--,3S,5!S + 5!C
1C--1D--1N--2N--,3C,ASK distrib
1C--1D--1N--2N--3C--,--,To play
1C--1D--1N--2N--3C--,3D,Signoff
1C--1D--1N--2N--3C--,3H,5!C + 5!H
1C--1D--1N--2N--3C--,3S,5!D + 5!S
1C--1D--2C--,--,0-4HcP; bal
1C--1D--2C--,2D,ASK distrib
1C--1D--2C--,2H,0-10HcP; 5+!H
1C--1D--2C--,2S,0-10HcP; 5+!S
1C--1D--2C--,2N,5+!D; No 4card MAJOR
1C--1D--2C--,3C,8-10HcP; bal
1C--1D--2C--,3H,6+!H; No: KQ; AK; AQ
1C--1D--2C--,3S,6+!S; No: KQ; AK; AQ
1C--1D--2C--,4C,6-7HcP; 4+!C; 2 CTRL. No !D-CTRL; Any single/void
1C--1D--2C--,4D,6-7HcP; 4+!C; 2 CTRL. !D-CTRL + !C-CTRL; Any single/void
1C--1D--2C--,4H,7+!H
1C--1D--2C--,4S,7+!S
1C--1D--2C--2D--,2H,5-6!C + 4!H
1C--1D--2C--2D--,2S,5-6!C + 4!S
1C--1D--2C--2D--,2N,1-suiter; CTRL 2 suits
1C--1D--2C--2D--,3C,min; 5!C + 4!D
1C--1D--2C--2D--,3D,MAX; 5!C + 4!D
1C--1D--2C--2D--,3H,6!C + 5!H
1C--1D--2C--2D--,3S,6!C + 5!S
1C--1D--2C--2D--,3N,MAXIMUM + controls
1C--1D--2C--2D--,4C,6!C + 4!D
1C--1D--2C--2D--,4D,6!C + 5!D
1C--1D--2C--2D--2N--,--,To play
1C--1D--2C--2D--2N--,3C,Signoff
1C--1D--2C--2D--2N--,3D,ASK CTRL
1C--1D--2C--2D--2N--3D--,3H,!D + !H
1C--1D--2C--2D--2N--3D--,3S,!D + !S
1C--1D--2C--2D--2N--3D--,3N,!H + !S
1C--1D--2C--2H--,2S,5-6!C + 4!S
1C--1D--2C--2H--,2N,1-suiter; CTRL 2 suits
1C--1D--2C--2H--,3C,min; 5!C + 4!D
1C--1D--2C--2H--,3D,MAX; 5!C + 4!D
1C--1D--2C--2H--,3H,Limit; 3!H
1C--1D--2C--2H--,3S,6!C + 5!S
